id,label,url,,shade,concern,finish,coverage,formulation,rating,brand,name, price ,skin type,skin tone,img,
makeup_87,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pore-primer-mini/14411410/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pore-primer-mini/14411410/buy,,Pore Minimizing and Blurring,natural,medium ,gel,4.5,benefit cosmetics,the porefessional pore primer mini," Rs. 6,200.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411410/2021/6/25/6b94a49a-59df-4120-b229-4005259048141624595554032-Benefit-Cosmetics-The-POREfessional-Pore-Primer-Mini-4141624-15.jpg",
makeup_88,primer,https://www.myntra.com/foundation-and-primer/deborah/deborah-milano-face-perfect-mattifying-primer/1664239/buy,https://www.myntra.com/foundation-and-primer/deborah/deborah-milano-face-perfect-mattifying-primer/1664239/buy,Mattifying,,natural,medium ,cream,4,deborah,milano face perfect mattifying primer," Rs. 3,355.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1664239/2019/11/12/61788b67-3811-4988-9f43-e0f4a7b453411573544296849DeborahMilanoFacePerfectMattifyingPrimer1.jpg",
makeup_89,primer,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixpassion-setting-spray-30-ml/12335496/buy,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixpassion-setting-spray-30-ml/12335496/buy,Passion,,matte,medium ,liquid,3.8,m.a.c,women fix+passion setting spray 30 ml," Rs. 6,000.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12335496/2020/9/3/bdf57f8d-8cba-43c7-8c40-852a8fa1dd941599132149890FIXPASSION1.jpg",
makeup_90,primer,https://www.myntra.com/foundation-and-primer/mac/mac-fix--balance-setting-spray-30-ml/12335502/buy,https://www.myntra.com/foundation-and-primer/mac/mac-fix--balance-setting-spray-30-ml/12335502/buy,BALANCE,Dryness,natural,low,liquid,3.7,m.a.c,fix + balance setting spray 30 ml," Rs. 6,000.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12335502/2020/9/3/13c63d9b-63c4-4fce-8115-94c2a2b3f3861599132146231FIXBALANCE1.jpg",
makeup_91,primer,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixcalm-setting-spray-30-ml/12335498/buy,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixcalm-setting-spray-30-ml/12335498/buy,Calm,,matte,medium ,liquid,4.3,m.a.c,women fix+calm setting spray 30 ml," Rs. 6,000.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12335498/2020/9/3/fb3842d5-73f2-4302-88d9-b0c91786496d1599132144557FIXCALM1.jpg",
makeup_92,primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-set-of-natural-finish-setting-spray--matte-face-primer/13538558/buy,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-set-of-natural-finish-setting-spray--matte-face-primer/13538558/buy,Partners In Prime,,matte,medium ,cream,4.3,wet n wild,set of natural finish setting spray & matte face primer," Rs. 4,475.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538558/2021/2/1/ed217b2e-ac6b-461e-a074-850cfef511561612170389034-Wet-n-Wild-Set-of-Natural-Finish-Setting-Spray--Matte-Face-P-1.jpg",
makeup_93,primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-for-normal-to-oily-skin-50-ml/9590793/buy,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-for-normal-to-oily-skin-50-ml/9590793/buy,Translucent,Dryness,luminous,medium ,cream,4.4,bobbi brown,vitamin enriched face base for normal to oily skin 50 ml," Rs. 29,000.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590793/2020/1/14/fbef1afe-d715-427e-9c41-d272fd6aed421578988608345-Bobbi-Brown-Women-Foundation-and-Primer-5141578988608048-1.jpg",
makeup_94,primer,https://www.myntra.com/foundation-and-primer/milani/milani-prime-correct-diffuses-discolouration--pore-minimizing-face-primer/12817244/buy,https://www.myntra.com/foundation-and-primer/milani/milani-prime-correct-diffuses-discolouration--pore-minimizing-face-primer/12817244/buy,Transparent,,matte,medium ,cream,4.2,milani,prime correct diffuses discolouration + pore minimizing face primer," Rs. 5,005.00 ",normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12817244/2020/11/23/36a870bb-ed8e-405c-8c59-ea158613044f1606139679004-MILANI-Women-Foundation-and-Primer-9041606139678891-1.jpg",
makeup_95,primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-set-of-photo-focus-concealer--photo-focus-matte-face-primer/13538586/buy,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-set-of-photo-focus-concealer--photo-focus-matte-face-primer/13538586/buy,Partners In Prime,,matte,medium ,cream,4.2,wet n wild,set of photo focus concealer & photo focus matte face primer," Rs. 3,510.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538586/2021/2/1/130bcf97-ccdd-4170-b9bd-127329e970841612170570170-Wet-n-Wild-Set-of-Photo-Focus-Concealer--Photo-Focus-Matte-F-1.jpg",
makeup_96,primer,https://www.myntra.com/foundation-and-primer/mac/mac-women-fix-vitality-setting-spray-30-ml/12335490/buy,https://www.myntra.com/foundation-and-primer/mac/mac-women-fix-vitality-setting-spray-30-ml/12335490/buy,Vitality,,matte,full,liquid,4.5,m.a.c,women fix+ vitality setting spray 30 ml," Rs. 6,000.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12335490/2020/10/6/55bfd9bb-3f94-427f-a17d-32b228a5f54e1601970415476-FIX--VITALITY-3931601970415381-1.jpg",
makeup_97,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer/12852804/buy,Transparent,Dryness,matte,medium ,gel,4.7,smashbox,vitamin glow primer," Rs. 15,250.00 ",normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12852804/2020/12/11/3a6c55ec-9c0b-474a-8b7b-38841459758d1607672503632-VITAMIN-GLOW-PRIMER-4641607672503525-1.jpg",
makeup_98,primer,https://www.myntra.com/foundation-and-primer/la-girl/la-girl-proprep-hd-face-primer/2156676/buy,https://www.myntra.com/foundation-and-primer/la-girl/la-girl-proprep-hd-face-primer/2156676/buy,Clear,Pore Minimizing and Blurring,matte,medium ,cream,4.1,l.a girl,pro.prep hd face primer," Rs. 4,250.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2156676/2018/3/22/11521701397171-LA-Girl-Women-Foundation-and-Primer-7911521701397140-1.jpg",
makeup_99,primer,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixplay-setting-spray-30-ml/12335492/buy,https://www.myntra.com/foundation-and-primer/mac/mac-women-fixplay-setting-spray-30-ml/12335492/buy,Play,Dryness,natural,low,liquid,4,m.a.c,women fix+play setting spray 30 ml," Rs. 6,000.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12335492/2020/9/3/a3d1fcbe-92ce-4cba-834b-460204d2783b1599132149679FIXPLAY1.jpg",
makeup_100,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--the-original-photo-finish-primers/14708658/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--the-original-photo-finish-primers/14708658/buy,Set,,dewy,medium ,gel,4.3,smashbox,set of photo finish minimize pores & the original photo finish primers," Rs. 9,900.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708658/2021/7/1/e92bd3b9-00bb-43b5-8d6a-8ec6534f1d971625120039895-Smashbox-Women-Foundation-and-Primer-4831625120039735-1.jpg",
makeup_101,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-vitamin-glow-primer---travel/12852810/buy,Transparent,Dryness,luminous,medium ,gel,4.8,smashbox,vitamin glow primer - travel," Rs. 7,950.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12852810/2020/11/4/7af5ef8e-32a2-4d06-af18-c80fabdabeba1604461273613-VITAMIN-GLOW-PRIMER---TRAVEL-3411604461273228-1.jpg",
makeup_102,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-reduce-redness-primer/13125240/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-reduce-redness-primer/13125240/buy,Transparent,,matte,full,cream,4.1,smashbox,photo finish reduce redness primer," Rs. 4,950.00 ",all,fair to light,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125240/2020/12/1/82a3f2a0-307f-43e6-86a1-7013109789d71606833280247-Smashbox-Women-Foundation-and-Primer-7601606833280130-1.jpg",
makeup_103,primer,https://www.myntra.com/foundation-and-primer/ofra/ofra-rodeo-drive-primer-30-ml/12702322/buy,https://www.myntra.com/foundation-and-primer/ofra/ofra-rodeo-drive-primer-30-ml/12702322/buy,Champangne,,luminous,medium ,liquid,4.2,ofra,rodeo drive primer 30 ml," Rs. 6,750.00 ",normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12702322/2020/10/19/53e36d08-b122-4a21-9243-3a5a553a360a1603102092697-OFRA-Women-Foundation-and-Primer-2181603102092487-1.jpg",
makeup_104,primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-foundation--primer/7764327/buy,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-foundation--primer/7764327/buy,Set,Uneven Texture,matte,medium ,liquid,4.4,revlon,set of foundation & primer," Rs. 10,145.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7764327/2019/2/26/0c3560cf-559e-4903-bf97-ccd923c3a6d51551179792585-Revlon-Women-Foundation-and-Primer-4191551179792118-1.jpg",
makeup_105,primer,https://www.myntra.com/foundation-and-primer/pac/pac-not-so-basic-shine-killer-primer-25-ml/9794547/buy,https://www.myntra.com/foundation-and-primer/pac/pac-not-so-basic-shine-killer-primer-25-ml/9794547/buy,Clear,,luminous,medium ,liquid,3.9,pac,not so basic shine killer primer 25 ml," Rs. 3,335.00 ",normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9794547/2019/8/9/33308fd2-781d-441d-84eb-9939423b2fd91565353526029-PAC-Unisex-Foundation-and-Primer-1341565353525861-1.jpg",
makeup_106,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-3-photo-phinish-primer/12852806/buy,Set,,matte,medium ,cream,4.7,smashbox,set of 3 photo phinish primer," Rs. 14,500.00 ",normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12852806/2020/11/4/2d99d3ef-f226-4921-a6de-18f191c619191604461262120-PHOTO-FINISH-PRIMER-TRIO-7691604461261882-1.jpg",
makeup_107,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-2-photo-finish-primers/14708662/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-2-photo-finish-primers/14708662/buy,Set,Pore Minimizing and Blurring,matte,full,cream,4.5,smashbox,set of 2 photo finish primers," Rs. 9,900.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708662/2021/7/1/10da9866-5e9d-41ae-9803-dfeba35754e11625121860714-Smashbox-Women-Foundation-and-Primer-8771625121860601-1.jpg",
makeup_108,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores-primer--mini-always-on-gel-eyeliner--fishnet/14708660/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores-primer--mini-always-on-gel-eyeliner--fishnet/14708660/buy,Set,Oil control,matte,full,cream,4.3,smashbox,set of photo finish minimize pores primer & mini always on gel eyeliner- fishnet," Rs. 8,400.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708660/2021/7/1/c2439420-0596-4ea7-af7c-85d47e85e30b1625121835833-Smashbox-Women-Foundation-and-Primer-3011625121835680-1.jpg",
makeup_109,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-women-the-porefessional-face-primer-22-ml/14411296/buy,,Pore Minimizing and Blurring,natural,medium ,cream,4.8,benefit cosmetics,women the porefessional face primer 22 ml," Rs. 16,500.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411296/2021/6/9/f5e404a4-0efb-4149-8d1e-a2f5555642011623244649088-The-POREfessional-Face-Primer-7921623244648933-1.jpg",
makeup_110,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-always-on-mini-gel-eyeliner---fishnet--photo-finish-minimize-pores-primer/14701524/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-always-on-mini-gel-eyeliner---fishnet--photo-finish-minimize-pores-primer/14701524/buy,Beige,Oil control,matte,full,cream,4.3,smashbox,set of always on mini gel eyeliner - fishnet & photo finish minimize pores primer," Rs. 8,400.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14701524/2021/7/1/d6d3d3d5-033b-4f8d-85fd-aa1a8d5708d51625113177940-Smashbox-Women-Foundation-and-Primer-721625113177826-1.jpg",
makeup_111,primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-primer--eyeliner/7731317/buy,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-primer--eyeliner/7731317/buy,Set,Uneven Texture,matte,medium ,liquid,4.3,revlon,set of primer & eyeliner," Rs. 8,190.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7731317/2019/2/27/e287cf2b-4cf5-4264-a79e-684c59e2c4611551239887184-Revlon-Women-Foundation-and-Primer-4621551239886701-1.jpg",
makeup_112,primer,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-radiant-boost-face-base-30-ml/7735356/buy,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-radiant-boost-face-base-30-ml/7735356/buy,Beige,,natural,medium ,liquid,4.6,kiko milano,kiko milano radiant boost face base 30 ml," Rs. 7,125.00 ",normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/7735356/2018/12/8/1436ac05-41b0-4d83-b786-6a598edca14e1544266243766-Kiko-Milano-Radiant-Boost-Face-Base-30-ml-7351544266243710-1.jpg",
makeup_113,primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-2-beauty-kits/7731051/buy,https://www.myntra.com/foundation-and-primer/revlon/revlon-set-of-2-beauty-kits/7731051/buy,Set,Uneven Texture,matte,medium ,liquid,4.4,revlon,set of 2 beauty kits," Rs. 6,445.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7731051/2018/12/26/a2d5a9e7-0df8-432b-8a77-9404a07f56581545813994647-Revlon-Women-Foundation-and-Primer-3121545813994249-1.jpg",
makeup_114,primer,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-prime--fix-refreshing-mist-70-ml/7739164/buy,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-prime--fix-refreshing-mist-70-ml/7739164/buy,Beige,,matte,low,liquid,4.6,kiko milano,prime & fix refreshing mist 70 ml," Rs. 6,250.00 ",normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/7739164/2018/12/15/6dce3cc5-77b6-433f-8e8d-4188a332891a1544875560006-KIKO-MILANO-Women-Foundation-and-Primer-1151544875559940-1.jpg",
makeup_115,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-pearl-face-primer-mini-75-ml/14411342/buy,Pearl,Dullness,natural,medium ,cream,4.4,benefit cosmetics,the porefessional pearl face primer mini 7.5 ml," Rs. 6,200.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411342/2021/6/25/9aa48a6c-e1a2-4b62-b3ab-71061a0394751624595533048-Benefit-Cosmetics-The-POREfessional-Pearl-Face-Primer-Mini-7-15.jpg",
makeup_116,primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-set-of-2-primer/7764349/buy,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-set-of-2-primer/7764349/buy,Till Prime Do Us Part,Dryness,dewy,medium ,cream,4,wet n wild,sustainable set of 2 primer," Rs. 4,540.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7764349/2020/10/10/91671ca0-4825-4ff5-ae19-519eb6a106241602268983966WetnWildSustainableSetof2Primer1.jpg",
makeup_117,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-that-gal-brightening-face-primer---silky-pink/14411458/buy,Silky pink,brightening,natural,medium ,cream,4.5,benefit cosmetics,benefits cosmetics that gal brightening face primer - silky pink," Rs. 15,000.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411458/2021/6/9/6b2c3de6-830a-47bc-beb9-04db18c657891623245945781-That-Gal-Brightening-Face-Primer-711623245945520-1.jpg",
makeup_118,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--reduce-redness-primers/14708656/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--reduce-redness-primers/14708656/buy,Set,,matte,medium ,cream,4.2,smashbox,set of photo finish minimize pores & reduce redness primers," Rs. 9,900.00 ",all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708656/2021/7/1/0fee8448-1c7b-4d56-9a03-ca64b3a983521625120024009-Smashbox-Women-Foundation-and-Primer-3151625120023846-1.jpg",
makeup_119,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--oil--shine-control-primers/14708654/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-set-of-photo-finish-minimize-pores--oil--shine-control-primers/14708654/buy,Set,,luminous,medium ,cream,4.3,smashbox,set of photo finish minimize pores & oil & shine control primers," Rs. 9,900.00 ",oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14708654/2021/7/1/ee79c0a6-7678-49b1-ac51-b734a4fe403c1625119994321-Smashbox-Women-Foundation-and-Primer-2761625119994172-1.jpg",
makeup_120,primer,https://www.myntra.com/foundation-and-primer/inglot/inglot-nude-mattifying-under-makeup-base-primer-30-ml/11801048/buy,https://www.myntra.com/foundation-and-primer/inglot/inglot-nude-mattifying-under-makeup-base-primer-30-ml/11801048/buy,Nude,,matte,medium ,liquid,4.1,inglot,nude mattifying under makeup base primer 30 ml," Rs. 8,760.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11801048/2020/4/16/c41de642-e806-4cf1-9c87-d3379686c94a1587015187276INGLOT1.jpg",
makeup_121,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer/14411300/buy,Translucent,Dryness,natural,medium ,cream,4.5,benefit cosmetics,the porefessional hydrate primer," Rs. 16,500.00 ",dry,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411300/2021/6/9/c06a79bf-3374-4b59-b316-779e1c6fb0951623244670601-The-POREfessional-Hydrating-Primer-3601623244670460-1.jpg",
makeup_122,primer,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-waso-poreless-matte-primer-20-ml/11156688/buy,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-waso-poreless-matte-primer-20-ml/11156688/buy,Clear,Pore Minimizing and Blurring,matte,medium ,cream,4.4,shiseido,waso poreless matte primer 20 ml," Rs. 12,500.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11156688/2020/1/20/41280be4-c071-4302-8cf8-3cc87f28addb1579516675540-SHISEIDO-Waso-Poreless-Matte-Primer-20-ml-1751579516675025-1.jpg",
makeup_123,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-hydrate-primer-mini/14411462/buy,Translucent,Pore Minimizing and Blurring,natural,medium ,cream,4.6,benefit cosmetics,the porefessional hydrate primer mini," Rs. 6,200.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411462/2021/6/25/c3d2bf6c-448b-438b-bb91-4c881517d3511624595563639-Benefit-Cosmetics-The-POREfessional-Hydrate-Primer-Mini-8031-15.jpg",
makeup_124,primer,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-illuminating-fixing-spray--blush-set/5671331/buy,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-illuminating-fixing-spray--blush-set/5671331/buy,set,brightening,Illuminating,full,liquid,4.2,makeup revolution london,illuminating fixing spray & blush set," Rs. 10,120.00 ",dry,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5671331/2018/5/11/3d81db70-e147-43cd-9cce-0018a26e3b871526021486395-Makeup-Revolution-London-Women-Foundation-and-Primer-2141526021486351-1.jpg",
makeup_125,primer,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-women-spf-15-glow-enhancing-primer-30-ml/2378863/buy,https://www.myntra.com/foundation-and-primer/shiseido/shiseido-women-spf-15-glow-enhancing-primer-30-ml/2378863/buy,Beige,,natural,medium ,cream,4.4,shiseido,women spf 15 glow enhancing primer 30 ml," Rs. 12,250.00 ",normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2378863/2018/3/24/11521874991942-SHISEIDO-Women-Foundation-and-Primer-4571521874991930-1.jpg",
makeup_126,primer,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-the-porefessional-matte-rescue-gel-primer-mini-/14411298/buy,Matte rescue mini FM PRMR,,matte,medium ,gel,4.2,benefit cosmetics,the porefessional matte rescue gel primer mini," Rs. 6,200.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14411298/2021/6/25/0c59843a-895a-4487-aa32-c251b0bee9091624595520838-Benefit-Cosmetics-The-POREfessional-Matte-Rescue-Gel-Primer--15.jpg",
makeup_127,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-perfecting-primer-30ml/1605275/buy,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-perfecting-primer-30ml/1605275/buy,Neutral,Pore Minimizing and Blurring,matte,medium ,cream,4.5,faces canada,ultime pro perfecting primer 30ml," Rs. 3,595.00 ",oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1605275/2021/6/19/80125a2b-b7e2-4132-9170-93bd5ad7b3db1624081783069-FACES-CANADA-Ultime-Pro-Perfecting-Primer-30ml-2016240817827-1.jpg",
makeup_128,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-primer-water-116-ml/12278958/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-primer-water-116-ml/12278958/buy,Primer Water,,luminous,low,liquid,3.8,smashbox,photo finish primer water 116 ml," Rs. 9,950.00 ",all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278958/2020/9/24/2835f481-d143-4da6-aa87-8cefd00e324a1600931804055-Photo-Finish-Primer-Water-4461600931803981-1.jpg",
makeup_129,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer/13356428/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-halo-healthy-glow-all-in-1-primer/13356428/buy,Beige,Uneven Texture,luminous,medium ,cream,4.2,smashbox,halo healthy glow all in 1 primer," Rs. 13,250.00 ",normal,fair to light,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13356428/2021/3/18/d8392ac6-92a1-4079-acdf-c4149a4a97d41616045549828-Smashbox-Women-Foundation-and-Primer-521616045549720-1.jpg",
makeup_130,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,,Pore Minimizing and Blurring,natural,low,liquid,4.5,faces canada,ultime pro primerizer primer + moisturizer - 30 g," Rs. 2,995.00 ",all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10699656/2020/7/22/bac3bd42-1fb6-43d2-8b43-6520012abd6a1595425943318FacesCanadaUltimeProPrimerizerPrimerMoisturizer30g1.jpg",
makeup_131,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,Transparent,Pore Minimizing and Blurring,matte,medium ,cream,4.6,smashbox,the original photo finish smooth blur primer 30 ml," Rs. 15,250.00 ",normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278900/2020/9/15/efca1be9-7d72-483d-a354-9e4b14c3031e1600175308024TheOriginalPhotoFinishSmoothBlurPrimer1.jpg",
makeup_132,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,Transparent,,matte,full,liquid,4.1,smashbox,women photo finish primer 30 ml," Rs. 16,750.00 ",dry,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278932/2020/9/16/8c0037c8-004a-4952-bca0-3a8ec72db5ef1600234696854-smashbox-Women-Photo-Finish-Primer-30-ml-9691600234696616-1.jpg",
